"Id","OfficePropertyId","PropertyType","Bedrooms","Bathrooms","PublicRooms","CategorisationDescription","Price","PriceType","RentalPricePeriod","UnderOffer","FormattedClosingDate","AddressLine1","LineOneLocation","LineTwoLocation","OrganisationName","Locality","City","County","Country","Postcode","CoordinateSystemId","WellKnownText","ClosingDateVisible","ClosedDateVisible","ClosedMessage","FormattedClosedDate","HideOpenActionsDisplay","ClosingDate","ClosedDate","IsOpen","FloorArea","ResidentialType","HouseFormat","PropertyIconKey","SolicitorAccount_Id","SolicitorAccount_Name","SolicitorAccount_WebsiteAddress","FormattedPrice","ViewingArrangements","ViewingTiming","BookingUrl","IsSellerManaged","DateAdded","has_garden","council_tax_band","epc_band","num_floors","parking_type","HouseType","Latitude","Longitude","UTM_Easting","UTM_Northing","AddressLineDash","property_url"
428454,374292,1,4,1,1,"4 Bdrm Detached Bungalow. Lounge. Dining kitch. 3 Bdrms with ensuite. Bdrm/Study. Cloakrm with wc (CT band - G). Garden. Garage. Parking. Price over £415,000 Entry by arr. Viewing 07754 665462. (EPC band - C).",415000,1,NA,FALSE,"","8 Station Road East","8 Station Road East","Peterculter, AB14 0PT","","","Peterculter","","","AB14 0PT",4326,"POINT (-2.2645644 57.0948886)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,142,1,1,"HOUSE_DETACHED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","G","C",1,"Garage","Detached",57.0948886,-2.2645644,544561.882493562,6328188.67410955,"8-Station-Road-East","https://www.aspc.co.uk/search/property/428454/8-Station-Road-East/Peterculter/"
428453,374573,1,3,2,3,"3 Bdrm Detached Bungalow. V/bule. Hall. Lounge. Kitch. Dining rm. Sun lounge. Utility rm. 3 Bdrms 1 with ensuite. Bathrm (CT Band - F). Garden. Double Garage. Parking. Price over £320,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",320000,1,NA,FALSE,"","11 Wellpark","11 Wellpark","Daviot, Inverurie, AB51 0NF","","Daviot","Inverurie","","","AB51 0NF",4326,"POINT (-2.4198269 57.3443937)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,142,1,1,"HOUSE_DETACHED",6569,"Kellas","https://www.kellas-legal.com/",NA,NA,0,NA,FALSE,2024-09-27,"Yes","F","C",1,"Double Garage","Detached",57.3443937,-2.4198269,534917.828256731,6355872.1243787,"11-Wellpark","https://www.aspc.co.uk/search/property/428453/11-Wellpark/Inverurie/"
428452,374808,1,2,1,1,"2 Bdrm Terraced Dwellhouse (four-plex). Ground flr: Hall. Lounge. Kitch. 1st flr: 2 Bdrms. Bathrm (CT Band - D). Parking. Price over £160,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",160000,1,NA,FALSE,"","67 Malcolm's Mount West","67 Malcolm's Mount West","Stonehaven, AB39 2TF","","","Stonehaven","","","AB39 2TF",4326,"POINT (-2.2393642 56.9664149)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,60,1,3,"HOUSE_TERRACED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"No","D","C",2,"Parking","Terraced",56.9664149,-2.2393642,546248.075527712,6313904.76191761,"67-Malcolm's-Mount-West","https://www.aspc.co.uk/search/property/428452/67-Malcolm's-Mount-West/Stonehaven/"
428450,374249,1,3,2,3,"3 Bdrm Detached Ground flr: Porch. Hall. Lounge. Sitting rm. Dining rm. Utility rm. Kitch. Shower rm. Mezz flr: Bathrm. 1st flr: 3 Bdrms (CT Band - E). Garden. Parking. Price over £295,000 Entry by arr. Viewing 07584 689110 or contact solicitors. (EPC band - E).",295000,1,NA,FALSE,"","School House","School House","Ythanwells, Huntly, AB54 6HE","","Ythanwells","Huntly","","","AB54 6HE",4326,"POINT (-2.6111058 57.433718)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,141,1,1,"HOUSE_DETACHED",870,"Burnett & Reid LLP","http://www.burnett-reid.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","E","E",2,"Parking","Detached",57.433718,-2.6111058,523348.909949207,6365733.84567418,"School-House","https://www.aspc.co.uk/search/property/428450/School-House/Huntly/"
428449,374813,1,4,2,2,"4 Bdrm Detached Bungalow. Hall. Lounge. Dining rm. Office. Dining kitch. Utility rm. 4 Bdrms 1 with ensuite. Wet rm (CT Band - G). Garden. Double Garage. Parking. Price over £330,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",330000,1,NA,FALSE,"","2 Upperboat Place","2 Upperboat Place","Inverurie, AB51 3WQ","","","Inverurie","","","AB51 3WQ",4326,"POINT (-2.3813764 57.2764943)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,138,1,1,"HOUSE_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","G","C",1,"Double Garage","Detached",57.2764943,-2.3813764,537300.627771992,6348334.06997367,"2-Upperboat-Place","https://www.aspc.co.uk/search/property/428449/2-Upperboat-Place/Inverurie/"
428448,374626,1,4,2,2,"4 Bdrm Detached Dwellhouse. Ground flr: Porch. Hall. Lounge. Galley kitch. Sun lounge/Utility rm. Dining area. Cloakrm with wc. 1st flr: 4 Bdrms 1 with ensuite. Bathrm (CT band - F). Garden. Garage. Parking. Price over £330,000 Entry by arr. Viewing Kim 07980 451026 or contact solicitors. (EPC band - C).",330000,1,NA,FALSE,"","21 Wellside Road","21 Wellside Road","Kingswells, Aberdeen, AB15 8EE","","Kingswells","Aberdeen","","","AB15 8EE",4326,"POINT (-2.2140569 57.1604751)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,134,1,1,"HOUSE_DETACHED",171,"Andersonbain LLP","http://www.andersonbain.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","F","C",2,"Garage","Detached",57.1604751,-2.2140569,547538.066785505,6335523.43903317,"21-Wellside-Road","https://www.aspc.co.uk/search/property/428448/21-Wellside-Road/Aberdeen/"
428447,374812,1,3,1,1,"3 Bdrm Semi-detached Dwellhouse. Ground flr: Living rm. Kitch. Bdrm. 1st flr: 2 Bdrms. Bathrm (CT Band - F). Garden. Parking. Price over £200,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",2e+05,1,NA,FALSE,"","35 Great Southern Road","35 Great Southern Road","Aberdeen, AB11 7XY","","","Aberdeen","","","AB11 7XY",4326,"POINT (-2.1114809 57.1359962)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,88,1,2,"HOUSE_SEMI_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","F","D",2,"Parking","Semi-Detached",57.1359962,-2.1114809,553777.722765866,6332874.80741227,"35-Great-Southern-Road","https://www.aspc.co.uk/search/property/428447/35-Great-Southern-Road/Aberdeen/"
428445,374806,1,1,1,1,"1 Bdrm Semi-detached Dwellhouse. Ground flr: Hall. Utility area. Upper flr: Lounge/Kitch on open plan. Bdrm. Bathrm (CT Band - B). Garden. Double Garage. Parking. Price over £157,500 Entry by arr. Viewing contact solicitors. (EPC band - B).",157500,1,NA,FALSE,"","5 Wishart Place","5 Wishart Place","Grandhome, Aberdeen, AB22 9AN","","Grandhome","Aberdeen","","","AB22 9AN",4326,"POINT (-2.131572 57.1878919)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,67,1,2,"HOUSE_SEMI_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","B",1,"Double Garage","Semi-Detached",57.1878919,-2.131572,552488.174074831,6338635.81059627,"5-Wishart-Place","https://www.aspc.co.uk/search/property/428445/5-Wishart-Place/Aberdeen/"
428444,374804,1,4,3,2,"4 Bdrm Detached Dwellhouse. Ground flr: Hall. Lounge. Dining kitch/Family rm on open plan. Utility rm. Cloakrm with wc. 1st flr: 4 Bdrms 2 with ensuites. Bathrm. (CT Band - G). Garden. Garage. Parking. Price over £379,950 Entry by arr. Viewing contact solicitors. (EPC band - C).",379950,1,NA,FALSE,"","8 Petrie Way","8 Petrie Way","Bucksburn, Aberdeen, AB21 9JZ","","Bucksburn","Aberdeen","","","AB21 9JZ",4326,"POINT (-2.1764003 57.1920585)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,167,1,1,"HOUSE_DETACHED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","G","C",2,"Garage","Detached",57.1920585,-2.1764003,549773.206984348,6339065.98611396,"8-Petrie-Way","https://www.aspc.co.uk/search/property/428444/8-Petrie-Way/Aberdeen/"
428443,374803,1,2,1,1,"2 Bdrm Upper Flat. Hall. Lounge. Dining kitch. 2 Bdrms. Bathrm. (CT Band - D). Parking. Price over £99,950 Entry by arr. Viewing contact solicitors. (EPC band - C).",99950,1,NA,FALSE,"","Flat E,  91 Eday Road","Flat E,  91 Eday Road","Aberdeen, AB15 6LH","","","Aberdeen","","","AB15 6LH",4326,"POINT (-2.1685879 57.1486481)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,59,2,NA,"FLAT",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"No","D","C",1,"Parking",NA,57.1486481,-2.1685879,550304.250051136,6334239.55166247,"Flat-E,--91-Eday-Road","https://www.aspc.co.uk/search/property/428443/Flat-E,--91-Eday-Road/Aberdeen/"
428442,374405,1,1,1,1,"1 Bdrm 1st flr Studio flat. Hall. Kitch/Lounge. Bdrm. Bathrm (CT band - A). Garden. Parking. Price over £39,500 Entry by arr. Viewing contact solicitors. (EPC band - D).",39500,1,NA,FALSE,"","First Floor Left,  59 Orchard Street","First Floor Left,  59 Orchard Street","Aberdeen, AB24 3DB","","","Aberdeen","","","AB24 3DB",4326,"POINT (-2.0998019 57.1606816)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,37,2,NA,"FLAT",1070,"Ledingham Chalmers LLP","http://www.ledinghamchalmers.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","A","D",1,"Parking",NA,57.1606816,-2.0998019,554448.301326829,6335631.86553284,"First-Floor-Left,--59-Orchard-Street","https://www.aspc.co.uk/search/property/428442/First-Floor-Left,--59-Orchard-Street/Aberdeen/"
428441,374801,1,2,1,1,"2 Bdrm Terraced Dwellhouse (end terr). Ground flr: Hall. Lounge. Kitch. 1st flr: 2 Bdrms. Bathrm (CT band - B). Garden. Parking. Price over £125,000 Entry by arr. Viewing contact solicitors. (EPC band - D).",125000,1,NA,FALSE,"","51 Caiesdykes Crescent","51 Caiesdykes Crescent","Aberdeen, AB12 5JL","","","Aberdeen","","","AB12 5JL",4326,"POINT (-2.1083855 57.1168688)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,65,1,3,"HOUSE_TERRACED",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","D",2,"Parking","Terraced",57.1168688,-2.1083855,553992.895172071,6330748.14177971,"51-Caiesdykes-Crescent","https://www.aspc.co.uk/search/property/428441/51-Caiesdykes-Crescent/Aberdeen/"
428440,374484,1,4,4,3,"4 Bdrm Detached Executive dwellhouse. Ground flr: V/bule. Hall. Living rm. Dining rm. Dining kitch. Sun lounge. Bdrm with ensuite and dressing rm. Utility rm. Cloakrm with wc. 1st flr: 3 Bdrms 2 with ensuites. Bathrm (CT band - H). Garden. Garage. Parking. Price over £725,000 Entry by arr. Viewing contact solicitors. (EPC band - B).",725000,1,NA,FALSE,"","Oak Lodge,  Dalmuinzie Road","Oak Lodge,  Dalmuinzie Road","Bieldside, Aberdeen, AB15 9EB","","Bieldside","Aberdeen","","","AB15 9EB",4326,"POINT (-2.2099092 57.1148109)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,300,1,1,"HOUSE_DETACHED",1070,"Ledingham Chalmers LLP","http://www.ledinghamchalmers.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","H","B",2,"Garage","Detached",57.1148109,-2.2099092,547847.816119906,6330443.2985985,"Oak-Lodge,--Dalmuinzie-Road","https://www.aspc.co.uk/search/property/428440/Oak-Lodge,--Dalmuinzie-Road/Aberdeen/"
428439,374798,1,1,1,1,"1 Bdrm Grnd flr Flat. Hall. Lounge. Kitch. Bdrm. Bathrm (CT Band - A). Garden. Parking. Price over £85,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",85000,1,NA,FALSE,"","11 Howburn Place","11 Howburn Place","Aberdeen, AB11 6XT","","","Aberdeen","","","AB11 6XT",4326,"POINT (-2.1131607 57.1393002)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,37,2,NA,"FLAT",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","A","C",1,"Parking",NA,57.1393002,-2.1131607,553671.27403325,6333241.26017127,"11-Howburn-Place","https://www.aspc.co.uk/search/property/428439/11-Howburn-Place/Aberdeen/"
428438,373851,1,3,2,1,"3 Bdrm Detached Cottage. Ground flr: Hall. Lounge. Bdrm. Kitch. Shower rm. Attic flr: 2 Bdrms. Bathrm. (CT Band - F). Garden. Parking. Price over £265,000 Entry by arr. Viewing contact solicitors. (EPC band - E).",265000,1,NA,FALSE,"","507 North Deeside Road","507 North Deeside Road","Cults, Aberdeen, AB15 9ES","","Cults","Aberdeen","","","AB15 9ES",4326,"POINT (-2.18765350688477 57.1141738876369)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,86,1,1,"HOUSE_DETACHED",4570,"Mackinnons","http://www.mackinnons.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","F","E",1,"Parking","Detached",57.1141738876369,-2.18765350688477,549196.426351425,6330388.2189915,"507-North-Deeside-Road","https://www.aspc.co.uk/search/property/428438/507-North-Deeside-Road/Aberdeen/"
428437,374797,1,2,1,2,"2 Bdrm Detached Bungalow. V/bule. Hall. Lounge/Dining rm on open plan. Kitch. 2 Bdrms. Bathrm. (CT Band - B). Garden. Garage. Parking. Price over £220,000 Entry by arr. Viewing Mr Armstrong 013397 55214 or 07926 359420 or contact solicitors. (EPC band - E).",220000,1,NA,FALSE,"","Corrybeg,  1 Salisbury Road","Corrybeg,  1 Salisbury Road","Ballater, AB35 5QY","","","Ballater","","","AB35 5QY",4326,"POINT (-3.04438121266174 57.0467002307452)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,97,1,1,"HOUSE_DETACHED",4570,"Mackinnons","http://www.mackinnons.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","B","E",1,"Garage","Detached",57.0467002307452,-3.04438121266174,497307.313679374,6322585.26697151,"Corrybeg,--1-Salisbury-Road","https://www.aspc.co.uk/search/property/428437/Corrybeg,--1-Salisbury-Road/Ballater/"
428436,374791,1,1,1,1,"1 Bdrm 2nd flr Studio flat. Hall. Lounge/Kitch. Bdrm. Shower rm (CT band - A). Garden. Parking. Price over £37,500 Entry by arr. Viewing contact solicitors. (EPC band - E).",37500,1,NA,FALSE,"","277 Holburn Street","277 Holburn Street","Aberdeen, AB10 7FL","","","Aberdeen","","","AB10 7FL",4326,"POINT (-2.114623 57.1364197)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,37,2,NA,"FLAT",70,"Aberdein Considine","http://www.ACandCo.com",NA,NA,0,NA,FALSE,2024-09-27,"Yes","A","E",1,"Parking",NA,57.1364197,-2.114623,553586.941097196,6332919.47525186,"277-Holburn-Street","https://www.aspc.co.uk/search/property/428436/277-Holburn-Street/Aberdeen/"
428435,374784,1,4,3,2,"4 Bdrm Detached Dwellhouse. Ground flr: V/bule. Reception hall. Lounge. Sitting rm. Kitch/Dining rm. Utility rm. Shower rm. 1st flr: 4 Bdrms 1 with ensuite & dressing room. Bathrm. Store rm (CT band - TBC). 1.5 acre approx, Paddock. Garden. Garage. Parking. Price over £430,000 Entry by arr. Viewing 07917 311025 or contact solicitors. (EPC band - A).",430000,1,NA,FALSE,"","New Dwellinghouse At Bogengarrie Farm","New Dwellinghouse At Bogengarrie Farm","Ardallie, Peterhead, AB42 5BN","","Ardallie","Peterhead","","","AB42 5BN",4326,"POINT (-1.97560763016357 57.4463970999275)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,224,1,1,"HOUSE_DETACHED",5770,"Raeburn Christie Clark & Wallace","http://www.raeburns.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes",NA,"A",2,"Garage","Detached",57.4463970999275,-1.97560763016357,561481.285166906,6367541.82344504,"New-Dwellinghouse-At-Bogengarrie-Farm","https://www.aspc.co.uk/search/property/428435/New-Dwellinghouse-At-Bogengarrie-Farm/Peterhead/"
428432,374755,1,3,1,1,"3 Bdrm Terraced Dwellhouse. Ground flr: Hall. Cloakrm with wc. Lounge. Kitch. Bdrm. 1st flr: 2 Bdrms. Shower rm (CT band - E). Garden. Parking. Fixed price £170,000 Entry by arr. Viewing contact solicitors. (EPC band - C).",170000,4,NA,FALSE,"","51 Hopetoun Avenue","51 Hopetoun Avenue","Bucksburn, Aberdeen, AB21 9QU","","Bucksburn","Aberdeen","","","AB21 9QU",4326,"POINT (-2.1932054 57.1785584)",FALSE,FALSE,"Sold date","",FALSE,NA,NA,TRUE,85,1,3,"HOUSE_TERRACED",3390,"Alex Hutcheon + Co","http://www.mortgageandproperty.co.uk",NA,NA,0,NA,FALSE,2024-09-27,"Yes","E","C",2,"Parking","Terraced",57.1785584,-2.1932054,548775.425082342,6337551.08928893,"51-Hopetoun-Avenue","https://www.aspc.co.uk/search/property/428432/51-Hopetoun-Avenue/Aberdeen/"
